client_id,age,gender,region,employment_status,education_level,monthly_salary_amd,registration_date,registration_year,tenure_days,tx_count,tx_total_amount,tx_avg_amount,deposit_count,total_deposit_balance,loan_count,total_loan_amount,overdue_loans_count,has_deposit,has_loan,has_card,product_breadth,cluster,pca_1,pca_2,cluster_hc,cluster_dbscan
C02835,48,Male,Ararat,Employed,Bachelor,98911.0,2023-01-26,2023,1070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-2.297400897609957,-1.7006245394562152,1,3
C02239,42,Unknown,Yerevan,Employed,Bachelor,260019.0,2024-08-17,2024,501,264.0,11516501.0,43623.10984848485,1.0,1786439.0,2.0,26114815.75,0.0,1,1,1,3,2,2.2677654221942665,2.4400004045480284,0,2
C04563,56,Female,Yerevan,Employed,PhD,311640.0,2021-03-14,2021,1753,228.0,9710435.0,42589.62719298246,0.0,0.0,1.0,3006365.0,0.0,0,1,1,2,2,0.46472445664160084,0.7617781479719469,2,0
C01783,27,Female,Yerevan,Self-employed,Master,528182.0,2023-12-26,2023,736,180.0,7858492.0,43658.28888888889,0.0,0.0,0.0,0.0,0.0,0,0,1,1,2,-0.45840801900229833,1.3867704445826243,2,1
C02814,46,Male,Yerevan,Retired,Master,654578.0,2025-03-10,2025,296,24.0,1484874.0,61869.75,1.0,9819683.0,1.0,24797153.75,0.0,1,1,1,3,1,3.242027129726221,-0.5472780044868413,0,2
C02842,41,Female,Yerevan,Employed,Secondary,438347.0,2024-02-19,2024,681,126.0,2667920.0,21173.968253968254,1.0,432183.0,0.0,0.0,0.0,1,0,1,2,0,-0.22187062989553588,-0.0019458188706143738,0,0
C03955,48,Male,Yerevan,Employed,PhD,631157.0,2025-05-16,2025,229,36.0,2287100.0,63530.555555555555,2.0,13661015.0,0.0,0.0,0.0,1,0,1,2,1,1.7125842218526206,-1.4030213446602682,0,0
C00228,42,Female,Yerevan,Employed,Master,486545.0,2021-07-23,2021,1622,72.0,1391464.0,19325.88888888889,0.0,0.0,2.0,1445496.0,0.0,0,1,1,2,0,-0.1504370060730414,-0.2963967489746821,0,0
C04416,59,Male,Yerevan,Retired,Vocational,124942.0,2025-11-02,2025,59,18.0,251727.0,13984.833333333334,1.0,24099.0,0.0,0.0,0.0,1,0,1,2,0,-0.8737597511618987,-1.3482758724408757,1,0
C03135,61,Male,Yerevan,Retired,Vocational,141975.0,2025-10-24,2025,68,36.0,374361.0,10398.916666666666,0.0,0.0,1.0,1443100.0,0.0,0,1,1,2,0,-0.7030645439160076,-1.4211088991921477,1,0
C04678,62,Female,Yerevan,Retired,Master,746899.0,2023-07-28,2023,887,18.0,1118649.0,62147.166666666664,2.0,21175061.0,0.0,0.0,0.0,1,0,1,2,1,2.9462428722605503,-2.938229070747198,0,0
C03495,53,Male,Yerevan,Employed,Master,565555.0,2022-08-29,2022,1220,18.0,1350813.0,75045.16666666667,2.0,19651800.0,1.0,14714032.0,0.0,1,1,1,3,1,3.585042935123783,-1.6690424315581505,0,-1
C04513,26,Male,Yerevan,Self-employed,Master,256507.0,2020-07-30,2020,1980,0.0,0.0,0.0,1.0,827841.0,1.0,1565480.0,0.0,1,1,0,2,0,-1.0504945195837532,0.2892560562455958,1,0
C00241,47,Male,Armavir,Employed,Secondary,301729.0,2025-06-16,2025,198,120.0,3325594.0,27713.283333333333,0.0,0.0,1.0,3654207.0,0.0,0,1,1,2,0,-0.22096733130198487,-0.08265597100418846,1,0
C00732,45,Female,Yerevan,Employed,Bachelor,737059.0,2020-03-06,2020,2126,30.0,1733996.0,57799.86666666667,1.0,12611600.0,1.0,5037193.0,0.0,1,1,1,3,1,2.606776899670287,-0.8267804557182052,0,2
C00030,46,Female,Ararat,Employed,Bachelor,800322.0,2021-01-14,2021,1812,42.0,518025.0,12333.92857142857,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-0.017199777948044025,-1.2551369889674795,0,1
C00107,45,Female,Yerevan,Retired,Secondary,103442.0,2024-12-31,2024,365,66.0,1349024.0,20439.757575757576,0.0,0.0,3.0,3117458.0,0.0,0,1,1,2,0,-0.937615142542477,-0.3314000889910165,1,0
C04802,34,Male,Yerevan,Student,Bachelor,422928.0,2022-05-20,2022,1321,168.0,7056859.0,42005.11309523809,0.0,0.0,1.0,4857544.0,0.0,0,1,1,2,2,0.1927704765385259,1.3686805619827345,2,0
C03881,46,Male,Yerevan,Retired,Bachelor,174017.0,2020-11-03,2020,1884,6.0,84853.0,14142.166666666666,1.0,311501.0,0.0,0.0,0.0,1,0,1,2,0,-0.9937223399506878,-0.7199276324377492,1,0
C01845,56,Male,Yerevan,Retired,Master,480491.0,2020-03-30,2020,2102,60.0,3676780.0,61279.666666666664,1.0,7067760.0,1.0,24797153.75,0.0,1,1,1,3,1,2.909588262435213,-0.3865775074412973,0,2
C03472,30,Female,Kotayk,Self-employed,Bachelor,201893.0,2021-05-25,2021,1681,90.0,1752629.0,19473.655555555557,1.0,593969.0,1.0,2261559.0,0.0,1,1,1,3,2,-0.38661292545857584,0.9302254747654403,1,2
C02374,33,Female,Yerevan,Employed,Bachelor,553265.0,2021-06-05,2021,1670,180.0,7563842.0,42021.34444444445,1.0,1699766.0,0.0,0.0,0.0,1,0,1,2,2,0.4314379538672216,1.3313879037905063,2,0
C04858,68,Male,Ararat,Employed,Bachelor,176188.0,2024-10-30,2024,427,12.0,149700.0,12475.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.1420820282543278,-2.3172848278042895,1,1
C01169,27,Male,Yerevan,Student,Bachelor,276002.0,2024-02-14,2024,686,204.0,5725611.0,28066.720588235294,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.2498438062634336,1.0195547242705052,2,1
C02158,40,Female,Aragatsotn,Unemployed,Master,747506.0,2025-01-26,2025,339,108.0,4885472.0,45235.851851851854,0.0,0.0,1.0,1853496.0,0.0,0,1,1,2,2,0.7574139176330356,0.4638885510323137,2,0
C02816,29,Male,Lori,Student,Secondary,302397.0,2021-01-08,2021,1818,78.0,1539659.0,19739.21794871795,1.0,143078.0,2.0,3277282.0,0.0,1,1,1,3,2,-0.16607111608925387,0.9468073157541607,1,2
C00799,39,Male,Aragatsotn,Employed,Secondary,112494.0,2020-09-25,2020,1923,36.0,542579.0,15071.638888888889,1.0,246419.0,1.0,487697.0,0.0,1,1,1,3,0,-0.663553810549213,0.22961432570258233,1,2
C03987,36,Female,Yerevan,Self-employed,Master,369325.0,2021-03-26,2021,1741,0.0,0.0,0.0,1.0,2301319.0,1.0,24797153.75,0.0,1,1,0,2,2,0.8949784423974043,-0.17863523368350567,0,0
C00066,29,Male,Yerevan,Retired,Secondary,384831.0,2023-08-07,2023,877,0.0,0.0,0.0,1.0,26283.0,1.0,1623547.0,1.0,1,1,0,2,0,-0.7561227184367348,0.14202431664822987,1,0
C02700,24,Female,Yerevan,Self-employed,Master,464085.0,2023-11-20,2023,772,102.0,2751049.0,26971.06862745098,1.0,490400.0,1.0,12564140.0,0.0,1,1,1,3,2,0.7940118002978155,1.4759073028572331,0,2
C01505,31,Female,Lori,Self-employed,Bachelor,308677.0,2021-07-11,2021,1634,102.0,2836178.0,27805.666666666668,0.0,0.0,1.0,297656.0,0.0,0,1,1,2,0,-0.7498195273577387,0.6423724911649388,2,0
C00180,59,Male,Armavir,Unemployed,Bachelor,98594.0,2021-03-21,2021,1746,36.0,400672.0,11129.777777777777,1.0,306257.0,0.0,0.0,0.0,1,0,1,2,0,-0.8971907234220856,-1.3277015577682278,1,0
C01422,33,Female,Yerevan,Employed,Bachelor,263205.0,2021-05-09,2021,1697,42.0,930027.0,22143.5,1.0,779225.0,2.0,4506074.0,0.0,1,1,1,3,2,-0.09793570673320552,0.5849523117162428,1,2
C00625,29,Male,Yerevan,Employed,Vocational,182601.0,2024-01-31,2024,700,198.0,5414112.0,27344.0,1.0,961200.0,1.0,990393.0,0.0,1,1,1,3,2,-0.1893714295582372,1.7206643621218334,1,2
C00024,30,Male,Yerevan,Employed,Master,453785.0,2023-05-23,2023,953,174.0,4662867.0,26798.08620689655,1.0,1128435.0,0.0,0.0,0.0,1,0,1,2,2,-0.16647183602137444,0.9547241171731167,2,0
C02060,52,Female,Ararat,Employed,Unknown,928021.0,2021-05-22,2021,1684,0.0,0.0,0.0,1.0,7383200.0,0.0,0.0,0.0,1,0,0,1,1,1.127905305529335,-2.2197217727393768,0,1
C00682,41,Female,Aragatsotn,Self-employed,Bachelor,391895.0,2025-03-21,2025,285,72.0,2762788.0,38372.055555555555,0.0,0.0,1.0,6641651.0,0.0,0,1,1,2,0,0.005635140235911472,0.11944272870273918,1,0
C01631,40,Female,Yerevan,Employed,Bachelor,237369.0,2024-10-27,2024,430,66.0,1328269.0,20125.28787878788,1.0,247391.0,1.0,1976686.0,0.0,1,1,1,3,0,-0.1892434967372875,0.3140998172007944,1,2
C01091,30,Female,Yerevan,Employed,Master,175888.0,2020-05-14,2020,2057,228.0,9120393.0,40001.72368421053,0.0,0.0,1.0,3584075.0,0.0,0,1,1,2,2,-0.3947815852251251,2.0817992673573644,2,0
C00502,28,Male,Yerevan,Employed,Bachelor,258176.0,2022-02-15,2022,1415,90.0,2649970.0,29444.11111111111,2.0,1592544.0,0.0,0.0,0.0,1,0,1,2,0,-0.801436105095184,0.6711762735313418,2,0
C04444,30,Female,Yerevan,Employed,PhD,232019.0,2023-12-11,2023,751,0.0,0.0,0.0,1.0,989829.0,0.0,0.0,0.0,1,0,0,1,0,-1.6643056581959401,-0.3923081495710124,1,1
C00229,38,Male,Ararat,Employed,Bachelor,205585.0,2022-02-09,2022,1421,30.0,342418.0,11413.933333333332,1.0,112639.0,0.0,0.0,0.0,1,0,1,2,0,-1.0732992298016597,-0.23314193370519548,1,0
C04138,26,Male,Yerevan,Employed,Bachelor,376652.0,2024-02-05,2024,695,78.0,2144535.0,27494.03846153846,1.0,816923.0,1.0,733155.0,0.0,1,1,1,3,2,-0.06963549853484653,1.1438374620996472,1,2
C04639,57,Female,Yerevan,Self-employed,PhD,610200.0,2025-06-21,2025,193,24.0,1430691.0,59612.125,1.0,3850400.0,0.0,0.0,0.0,1,0,1,2,1,0.7631711892791583,-1.402534689179311,0,0
C03788,55,Male,Yerevan,Employed,Bachelor,381132.0,2023-06-09,2023,936,6.0,335284.0,55880.666666666664,2.0,17694538.0,1.0,6701540.0,0.0,1,1,1,3,1,2.4337217895470125,-1.8701100329126115,0,-1
C02221,35,Female,Yerevan,Employed,PhD,641831.0,2021-08-12,2021,1602,0.0,0.0,0.0,1.0,3246000.0,1.0,704620.0,0.0,1,1,0,2,0,0.2688573370121238,-0.48423989376514476,1,0
C03711,24,Male,Yerevan,Employed,Bachelor,325351.0,2022-03-23,2022,1379,150.0,4445844.0,29638.96,1.0,1065415.0,1.0,1492844.0,0.0,1,1,1,3,2,0.021893679490147627,1.7390119553043117,1,2
C01413,24,Male,Yerevan,Employed,Bachelor,553576.0,2020-09-17,2020,1931,102.0,3159756.0,30978.0,1.0,176186.0,1.0,4134610.0,0.0,1,1,1,3,2,0.5347837213397886,1.4807143566772754,1,2
C02684,44,Male,Yerevan,Employed,Vocational,320702.0,2020-10-19,2020,1899,132.0,2488721.0,18853.946969696968,0.0,0.0,1.0,3165175.0,0.0,0,1,1,2,0,-0.32969798004880063,-0.10699209490509437,1,0
C00085,46,Female,Gegharkunik,Self-employed,Bachelor,447201.0,2023-07-28,2023,887,0.0,0.0,0.0,2.0,20527057.0,1.0,13318876.0,0.0,1,1,0,2,1,2.4974149534112544,-2.059540692466253,0,-1
C04455,36,Female,Gegharkunik,Employed,Vocational,137314.0,2021-10-28,2021,1525,18.0,351625.0,19534.722222222223,0.0,0.0,1.0,1572705.0,0.0,0,1,1,2,0,-1.2011463350161955,-0.08112323462608369,1,0
C04587,43,Female,Yerevan,Self-employed,Vocational,324039.0,2022-01-06,2022,1455,48.0,1036881.0,21601.6875,1.0,63200.0,0.0,0.0,0.0,1,0,1,2,0,-0.633262576195114,-0.3901146688218553,1,0
C04309,30,Male,Yerevan,Retired,Bachelor,469135.0,2024-03-10,2024,661,0.0,0.0,0.0,0.0,0.0,1.0,11967216.0,0.0,0,1,0,1,0,-0.5045706248623233,-0.296005455592393,1,1
C02379,60,Female,Yerevan,Retired,PhD,921616.0,2022-02-24,2022,1406,0.0,0.0,0.0,1.0,15198540.0,0.0,0.0,0.0,1,0,0,1,1,2.070648434162764,-3.170042299747193,0,1
C02697,25,Female,Syunik,Self-employed,Bachelor,417067.0,2020-02-04,2020,2157,102.0,2852987.0,27970.460784313724,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.1783218203569772,0.4813640837859466,2,1
C01210,43,Male,Yerevan,Employed,Secondary,398527.0,2022-08-03,2022,1246,60.0,1197175.0,19952.916666666668,1.0,402874.0,1.0,1663826.0,0.0,1,1,1,3,2,0.25179073201609153,0.061849835567149444,1,2
C02766,22,Male,Yerevan,Employed,Bachelor,207869.0,2022-03-26,2022,1376,180.0,5044243.0,28023.57222222222,1.0,674520.0,1.0,3067903.0,0.0,1,1,1,3,2,-0.20672316962753637,2.0484441999957417,1,2
C00334,26,Female,Lori,Self-employed,Bachelor,294102.0,2020-12-11,2020,1846,96.0,2539990.0,26458.229166666668,2.0,521240.0,1.0,505268.0,0.0,1,1,1,3,2,-0.282716171615946,1.2703265302225495,1,2
C02093,24,Female,Yerevan,Unemployed,Bachelor,119051.0,2025-05-04,2025,241,78.0,1403189.0,17989.602564102563,1.0,536484.0,0.0,0.0,0.0,1,0,1,2,0,-1.4307593136222152,0.7393103003134203,1,0
C00200,38,Female,Kotayk,Employed,Bachelor,532873.0,2023-06-01,2023,944,120.0,5519864.0,45998.86666666667,2.0,6502433.0,2.0,9134021.0,0.0,1,1,1,3,2,1.885025715112916,0.8500527687535865,2,2
C02883,44,Female,Yerevan,Employed,Secondary,119417.0,2021-12-26,2021,1466,42.0,944660.0,22491.904761904763,0.0,0.0,1.0,1603388.0,0.0,0,1,1,2,0,-1.0373151580049786,-0.3805959190345922,1,0
C01433,38,Male,Ararat,Employed,Bachelor,99000.0,2022-08-24,2022,1225,18.0,1097295.0,60960.833333333336,2.0,5798400.0,1.0,24797153.75,0.0,1,1,1,3,2,1.2806761765132584,0.24461220288546795,0,2
C00808,56,Female,Yerevan,Self-employed,Bachelor,507631.0,2021-03-23,2021,1744,30.0,2007494.0,66916.46666666666,1.0,9532380.0,0.0,0.0,0.0,1,0,1,2,1,1.1217533399333461,-1.576028366312008,0,0
C04195,31,Female,Yerevan,Self-employed,Master,492458.0,2022-03-08,2022,1394,222.0,9589917.0,43197.82432432433,1.0,2307480.0,2.0,7105182.0,1.0,1,1,1,3,2,1.4351429002240796,2.3533470009681654,2,2
C03436,33,Female,Gegharkunik,Self-employed,Bachelor,220529.0,2023-01-26,2023,1070,42.0,852424.0,20295.809523809523,0.0,0.0,1.0,1452793.0,0.0,0,1,1,2,0,-1.0224381027233385,0.15756962469157082,1,0
C03574,52,Male,Aragatsotn,Unemployed,Master,203960.0,2022-11-27,2022,1130,90.0,1800139.0,20001.544444444444,0.0,0.0,1.0,1916936.0,0.0,0,1,1,2,0,-0.5851916892003229,-0.6548417403333134,1,0
C01030,27,Female,Yerevan,Employed,Bachelor,306774.0,2023-05-18,2023,958,60.0,1160448.0,19340.8,0.0,0.0,2.0,1314637.0,0.0,0,1,1,2,0,-0.9121453741134095,0.5158603395077677,2,0
C03493,29,Male,Yerevan,Employed,Bachelor,233056.0,2021-02-09,2021,1786,132.0,3894492.0,29503.727272727272,0.0,0.0,1.0,614650.0,0.0,0,1,1,2,2,-0.8699195592368388,0.9977764923421577,2,0
C01520,40,Female,Yerevan,Employed,Bachelor,236664.0,2025-05-13,2025,232,168.0,6837500.0,40699.40476190476,2.0,4992559.0,1.0,3325442.0,0.0,1,1,1,3,2,0.8216645341599335,1.1617655158329585,2,2
C04849,50,Female,Shirak,Employed,Vocational,476290.0,2022-12-23,2022,1104,24.0,1491132.0,62130.5,1.0,6735292.0,0.0,0.0,0.0,1,0,1,2,1,0.5981118898964866,-1.165021473076483,1,0
C01955,32,Female,Yerevan,Employed,Bachelor,196690.0,2021-11-15,2021,1507,54.0,1546739.0,28643.314814814814,2.0,1343683.0,1.0,605193.0,0.0,1,1,1,3,2,-0.3941606063403206,0.7167663435276986,1,2
C02405,23,Female,Shirak,Employed,Bachelor,128268.0,2020-01-22,2020,2170,168.0,4719794.0,28094.011904761905,1.0,664000.0,1.0,5358768.0,0.0,1,1,1,3,2,-0.2791619366740391,1.9725707552827523,1,2
C04310,36,Female,Shirak,Retired,Vocational,129885.0,2020-12-07,2020,1850,24.0,303970.0,12665.416666666666,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.87284613816023,-0.5525024233976834,1,1
C04131,32,Male,Yerevan,Employed,Bachelor,278365.0,2020-08-09,2020,1970,36.0,429263.0,11923.972222222223,1.0,256735.0,0.0,0.0,0.0,1,0,1,2,0,-0.991396158190483,0.07465118319325516,1,0
C02122,47,Male,Yerevan,Unemployed,Bachelor,65289.0,2021-10-04,2021,1549,36.0,2307894.0,64108.166666666664,1.0,9078800.0,0.0,0.0,0.0,1,0,1,2,0,-0.16030129736209084,-0.8606997401947166,0,0
C00080,69,Male,Lori,Employed,Vocational,135562.0,2020-03-03,2020,2129,0.0,0.0,0.0,1.0,62425.0,0.0,0.0,0.0,1,0,0,1,0,-1.227671516155871,-2.3937197092562945,1,1
C04293,48,Female,Yerevan,Employed,Master,771126.0,2025-04-22,2025,253,30.0,1819727.0,60657.566666666666,2.0,19337464.0,0.0,0.0,0.0,1,0,1,2,1,2.5988270630586268,-1.9245614103572644,0,0
C03292,52,Female,Yerevan,Employed,Bachelor,122618.0,2025-12-29,2025,2,12.0,167027.0,13918.916666666666,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,-1.5868129762385617,-1.437857578888731,1,1
C03045,57,Female,Gegharkunik,Unemployed,Secondary,109756.0,2024-10-02,2024,455,18.0,242728.0,13484.888888888889,1.0,231798.0,1.0,888503.0,0.0,1,1,1,3,0,-0.3190544492114523,-0.7941526492152,1,2
C04733,27,Male,Yerevan,Self-employed,Bachelor,390379.0,2023-07-23,2023,892,96.0,4240751.0,44174.489583333336,1.0,3789919.0,1.0,1757034.0,0.0,1,1,1,3,2,0.5176499618051863,1.3346418624119811,1,2
C03167,51,Male,Lori,Employed,Bachelor,552362.0,2021-12-23,2021,1469,30.0,1879491.0,62649.7,1.0,7045600.0,0.0,0.0,0.0,1,0,1,2,1,0.8675278256317743,-1.182074898335131,1,0
C04542,41,Female,Yerevan,Retired,Bachelor,898546.0,2020-04-13,2020,2088,18.0,1238116.0,68784.22222222222,1.0,9011275.0,1.0,9525919.0,0.0,1,1,1,3,1,2.769245295822617,-0.48646888036731667,0,2
C02074,24,Male,Armavir,Unemployed,Master,216068.0,2021-07-27,2021,1618,108.0,2871205.0,26585.23148148148,1.0,415870.0,0.0,0.0,0.0,1,0,1,2,0,-1.0858018413044297,1.0241706371818258,2,0
C00734,42,Female,Lori,Retired,Bachelor,610789.0,2023-06-02,2023,943,84.0,3135894.0,37332.07142857143,2.0,7886467.0,1.0,935239.0,0.0,1,1,1,3,1,1.6354531451605216,-0.052366612072608856,0,2
